A,B,C
68.0,115634.0,d
109.0,258938.0,i
714.0,5813.0,h
294.0,427032.0,f
771.0,256137.0,i
382.0,657698.0,d
380.0,183236.0,f
677.0,347400.0,k
176.0,759836.0,f
433.0,667326.0,l
980.0,84974.0,i
235.0,550851.0,l
378.0,633166.0,f
692.0,498579.0,d
488.0,158026.0,g
472.0,212500.0,g
92.0,741616.0,l
482.0,597216.0,j
571.0,584768.0,b
933.0,5387.0,j
176.0,759556.0,g
131.0,62866.0,h
900.0,384613.0,e
187.0,920354.0,d
661.0,748234.0,j
233.0,570219.0,d
321.0,257598.0,h
88.0,327018.0,d
440.0,756814.0,f
409.0,542297.0,j
409.0,752839.0,g
434.0,127328.0,h
608.0,203960.0,i
727.0,314871.0,k
962.0,390063.0,c
546.0,544822.0,i
878.0,494318.0,g
371.0,385097.0,e
379.0,823562.0,f
95.0,806028.0,c
730.0,347371.0,h
181.0,826965.0,e
720.0,194793.0,f
221.0,392483.0,f
307.0,389167.0,a
686.0,615158.0,f
689.0,577706.0,a
448.0,915385.0,k
789.0,73354.0,l
394.0,463617.0,a
66.0,461919.0,i
398.0,484437.0,b
194.0,510639.0,l
868.0,20497.0,c
318.0,265592.0,h
588.0,91405.0,l
275.0,946838.0,j
459.0,286849.0,d
116.0,481545.0,f
708.0,403016.0,e
978.0,582723.0,k
201.0,321422.0,f
546.0,394523.0,b
425.0,839249.0,f
816.0,696502.0,a
128.0,617807.0,d
950.0,377969.0,f
244.0,223447.0,c
338.0,263626.0,j
726.0,982617.0,d
367.0,336410.0,h
345.0,707357.0,d
848.0,106637.0,k
955.0,925793.0,a
574.0,341658.0,i
962.0,924488.0,a
315.0,288682.0,a
600.0,795690.0,j
785.0,87514.0,j
457.0,939570.0,j
56.0,642720.0,e
223.0,185562.0,i
687.0,753397.0,g
143.0,249355.0,h
574.0,847172.0,f
348.0,774514.0,d
58.0,902889.0,d
795.0,768674.0,a
962.0,248964.0,l
597.0,136719.0,g
802.0,806675.0,g
411.0,806397.0,a
848.0,135848.0,g
134.0,996150.0,h
317.0,621671.0,a
600.0,156694.0,l
620.0,891344.0,k
323.0,33729.0,c
406.0,642559.0,h
164.0,118909.0,l
612.0,477549.0,d
98.0,676139.0,k
786.0,208409.0,i
250.0,184536.0,b
906.0,970334.0,c
269.0,571165.0,a
763.0,337006.0,l
972.0,536875.0,k
469.0,555700.0,l
633.0,989299.0,c
261.0,673708.0,b
540.0,640776.0,f
975.0,688021.0,i
355.0,910434.0,l
287.0,330263.0,f
383.0,738322.0,b
149.0,535263.0,a
930.0,116563.0,i
230.0,392241.0,h
762.0,165437.0,j
167.0,566205.0,j
64.0,478259.0,c
796.0,251119.0,j
442.0,302795.0,e
37.0,337312.0,b
36.0,247561.0,a
743.0,92205.0,f
777.0,115605.0,i
789.0,986504.0,g
523.0,615791.0,a
955.0,280087.0,h
282.0,891104.0,l
847.0,270427.0,b
78.0,216287.0,k
43.0,264442.0,h
266.0,695268.0,j
539.0,868684.0,f
907.0,836478.0,f
708.0,23849.0,h
363.0,513528.0,j
414.0,123050.0,g
131.0,976503.0,f
946.0,31445.0,f
408.0,28922.0,g
15.0,779539.0,e
549.0,22108.0,k
971.0,822505.0,c
369.0,226875.0,a
85.0,66395.0,a
766.0,674212.0,h
80.0,977501.0,k
318.0,968675.0,k
564.0,745142.0,b
361.0,32793.0,c
103.0,344871.0,d
886.0,413042.0,a
292.0,925374.0,b
60.0,623012.0,l
660.0,173418.0,j
502.0,124971.0,c
56.0,823800.0,b
741.0,632889.0,e
423.0,339761.0,k
322.0,379170.0,g
367.0,129582.0,b
434.0,326189.0,f
136.0,293137.0,k
810.0,714922.0,k
403.0,614236.0,e
51.0,961909.0,d
402.0,927696.0,j
56.0,884335.0,k
404.0,149380.0,b
133.0,855850.0,d
580.0,764585.0,e
89.0,933282.0,a
888.0,914563.0,e
416.0,326426.0,a
307.0,53313.0,a
368.0,454469.0,d
504.0,966337.0,c
815.0,934468.0,i
668.0,872451.0,g
794.0,286769.0,b
695.0,70135.0,j
703.0,411637.0,b
907.0,816220.0,e
282.0,73314.0,c
815.0,154403.0,k
939.0,253282.0,j
206.0,624111.0,i
495.0,605014.0,b
343.0,980033.0,c
53.0,696152.0,f
828.0,543517.0,f
891.0,146473.0,c
664.0,632063.0,i
532.0,178847.0,c
30.0,18743.0,a
907.0,708253.0,e
717.0,166380.0,f
835.0,360484.0,d
798.0,716447.0,k
261.0,881231.0,e
762.0,308492.0,j
874.0,361557.0,g
898.0,577974.0,i
181.0,504294.0,g
173.0,369403.0,h
680.0,865641.0,i
597.0,947865.0,l
832.0,775956.0,k
781.0,306292.0,j
776.0,329275.0,b
669.0,771775.0,c
731.0,124176.0,l
379.0,100594.0,c
433.0,132778.0,a
715.0,888043.0,a
207.0,916218.0,l
676.0,694700.0,d
727.0,222589.0,e
408.0,764608.0,e
154.0,549455.0,b
435.0,705899.0,a
740.0,576816.0,e
261.0,763805.0,c
659.0,134875.0,j
837.0,755587.0,d
220.0,175259.0,f
591.0,311150.0,c
617.0,975023.0,g
807.0,164456.0,l
988.0,856622.0,i
805.0,456056.0,d
407.0,674032.0,b
125.0,111684.0,c
562.0,707411.0,i
479.0,116168.0,l
738.0,703167.0,c
872.0,257338.0,e
431.0,218332.0,a
92.0,422987.0,l
896.0,223571.0,i
920.0,825521.0,b
512.0,205981.0,b
864.0,419748.0,b
806.0,208435.0,i
886.0,720184.0,h
767.0,964867.0,i
99.0,971887.0,h
157.0,496145.0,d
470.0,62763.0,k
616.0,186642.0,e
458.0,925409.0,i
355.0,769878.0,i
853.0,575018.0,j
625.0,69238.0,h
165.0,125528.0,h
667.0,327563.0,b
770.0,391563.0,c
219.0,886693.0,b
453.0,647130.0,e
424.0,799107.0,a
709.0,724228.0,h
563.0,486689.0,b
578.0,576721.0,c
635.0,810497.0,d
421.0,69932.0,i
786.0,444277.0,b
687.0,350512.0,e
776.0,371671.0,i
519.0,26820.0,g
908.0,826296.0,h
456.0,862631.0,i
490.0,910201.0,h
321.0,310289.0,e
516.0,827560.0,g
545.0,700271.0,d
741.0,804144.0,i
417.0,675255.0,b
622.0,838480.0,d
191.0,810043.0,l
401.0,884095.0,d
772.0,618428.0,f
898.0,320229.0,k
632.0,44611.0,c
363.0,80286.0,j
126.0,465097.0,a
56.0,329432.0,k
439.0,251685.0,k
504.0,461587.0,a
482.0,966768.0,h
30.0,540553.0,g
21.0,278805.0,c
674.0,86782.0,e
623.0,761243.0,h
769.0,397232.0,c
64.0,923009.0,c
103.0,852832.0,g
748.0,155321.0,f
507.0,366774.0,k
298.0,701861.0,f
190.0,647522.0,a
458.0,166614.0,h
409.0,974595.0,d
706.0,632330.0,a
421.0,313297.0,l
727.0,694888.0,i
255.0,661735.0,h
20.0,700558.0,i
17.0,245120.0,h
813.0,67625.0,k
139.0,857759.0,k
47.0,275443.0,f
175.0,938825.0,a
147.0,231992.0,d
987.0,261718.0,e
947.0,5482.0,e
64.0,640107.0,i
957.0,608349.0,j
637.0,862183.0,i
418.0,328717.0,g
897.0,22050.0,h
128.0,994811.0,d
412.0,752743.0,c
836.0,78592.0,l
155.0,172182.0,g
872.0,865334.0,c
628.0,760149.0,j
554.0,684296.0,c
799.0,875215.0,e
299.0,530668.0,a
249.0,479549.0,c
720.0,734994.0,e
469.0,968940.0,g
31.0,642448.0,e
462.0,829835.0,f
791.0,577094.0,l
265.0,327485.0,k
568.0,506174.0,e
339.0,282203.0,l
728.0,587829.0,e
471.0,596696.0,e
713.0,847536.0,i
210.0,814029.0,d
838.0,735701.0,i
215.0,668306.0,g
106.0,621758.0,j
288.0,969704.0,g
344.0,502757.0,i
199.0,736771.0,e
199.0,490366.0,c
512.0,536176.0,j
714.0,424592.0,h
681.0,475606.0,e
319.0,615091.0,k
319.0,187968.0,g
196.0,594787.0,h
66.0,846269.0,k
40.0,768594.0,h
464.0,639601.0,b
944.0,959779.0,l
878.0,790629.0,d
793.0,825920.0,f
760.0,225759.0,h
765.0,732967.0,d
530.0,382881.0,g
207.0,883453.0,l
235.0,73344.0,a
281.0,633310.0,b
290.0,387856.0,j
395.0,664506.0,b
815.0,953422.0,j
851.0,62943.0,i
183.0,569421.0,l
771.0,760840.0,g
406.0,388258.0,e
117.0,950957.0,a
407.0,968037.0,a
700.0,811464.0,a
247.0,806240.0,c
815.0,151939.0,i
783.0,157959.0,d
703.0,440298.0,h
288.0,212594.0,b
363.0,93511.0,b
422.0,979555.0,b
565.0,906087.0,d
902.0,736410.0,d
240.0,177017.0,e
570.0,761120.0,a
343.0,400215.0,g
205.0,487056.0,j
131.0,536766.0,k
951.0,812625.0,c
471.0,847318.0,a
947.0,856602.0,i
987.0,447692.0,l
675.0,547120.0,a
774.0,201937.0,c
77.0,618330.0,f
15.0,1906.0,j
209.0,720338.0,j
742.0,890101.0,b
562.0,39279.0,j
352.0,29651.0,c
653.0,947225.0,b
943.0,930814.0,a
67.0,32618.0,g
285.0,443289.0,c
708.0,704635.0,l
84.0,637837.0,d
969.0,625760.0,i
147.0,993809.0,f
317.0,509867.0,f
205.0,264702.0,i
13.0,842183.0,k
928.0,462924.0,j
827.0,353008.0,i
895.0,939753.0,j
547.0,458764.0,f
441.0,605786.0,h
863.0,827502.0,k
989.0,245956.0,j
351.0,154612.0,a
774.0,322360.0,k
581.0,33935.0,h
391.0,950356.0,f
752.0,23545.0,g
699.0,776776.0,i
604.0,494760.0,b
166.0,76719.0,i
124.0,850689.0,k
671.0,290151.0,e
688.0,596393.0,d
909.0,902291.0,b
540.0,58723.0,b
160.0,517078.0,g
429.0,808788.0,g
22.0,872376.0,h
555.0,428282.0,j
456.0,297305.0,d
281.0,565423.0,l
949.0,579801.0,j
974.0,460963.0,d
710.0,95255.0,i
61.0,680638.0,j
104.0,565194.0,c
600.0,505046.0,l
320.0,353168.0,d
538.0,553078.0,l
257.0,688836.0,h
968.0,442442.0,e
742.0,786484.0,g
189.0,968704.0,l
229.0,149792.0,j
239.0,791377.0,b
958.0,847170.0,l
213.0,209492.0,k
257.0,937746.0,g
233.0,916741.0,a
766.0,439214.0,h
69.0,771448.0,e
341.0,660817.0,a
588.0,833066.0,d
626.0,225151.0,k
595.0,722241.0,e
144.0,93941.0,j
74.0,958964.0,g
890.0,584540.0,i
349.0,746029.0,g
922.0,650781.0,g
596.0,693640.0,a
899.0,191444.0,j
444.0,880636.0,a
402.0,624249.0,e
722.0,234671.0,d
556.0,315923.0,l
323.0,638844.0,j
931.0,870071.0,i
952.0,286191.0,c
767.0,170771.0,b
205.0,631261.0,l
354.0,603996.0,b
65.0,407390.0,e
629.0,197539.0,l
945.0,306114.0,g
637.0,797157.0,l
713.0,426310.0,e
789.0,128823.0,f
481.0,820587.0,k
560.0,549636.0,f
147.0,715303.0,l
644.0,823227.0,e
16.0,842237.0,e
61.0,236828.0,h
344.0,790466.0,f
52.0,601230.0,j
940.0,854883.0,a
349.0,640280.0,b
987.0,148181.0,f
896.0,511037.0,a
473.0,484680.0,f
916.0,215414.0,j
459.0,903576.0,j
506.0,533586.0,c
192.0,965107.0,l
492.0,208724.0,e
121.0,573568.0,e
102.0,192956.0,k
354.0,408249.0,a
105.0,693063.0,b
144.0,108133.0,a
492.0,24181.0,e
254.0,789824.0,b
909.0,588454.0,e
20.0,360047.0,a
702.0,317156.0,l
201.0,183007.0,i
293.0,45547.0,h
641.0,377601.0,c
488.0,120312.0,g
737.0,629362.0,j
147.0,995654.0,d
667.0,189787.0,k
872.0,745763.0,l
236.0,636437.0,i
101.0,13429.0,e
530.0,962714.0,c
876.0,69385.0,e
101.0,349809.0,l
895.0,36824.0,b
221.0,517393.0,j
379.0,911819.0,b
636.0,241436.0,k
785.0,923695.0,e
392.0,435453.0,e
985.0,215961.0,a
829.0,710708.0,c
626.0,671948.0,l
295.0,973098.0,a
267.0,910351.0,g
228.0,365056.0,i
110.0,568313.0,g
842.0,784405.0,c
572.0,256595.0,b
225.0,166982.0,h
564.0,889677.0,b
573.0,955545.0,h
530.0,293126.0,l
604.0,701400.0,d
243.0,844199.0,a
975.0,390746.0,j
753.0,565498.0,f
276.0,70382.0,b
923.0,646096.0,b
896.0,5161.0,h
835.0,861838.0,b
58.0,777336.0,a
823.0,898438.0,h
817.0,875517.0,c
306.0,96699.0,l
355.0,778665.0,i
209.0,332632.0,b
432.0,535333.0,f
880.0,523984.0,l
92.0,578808.0,a
949.0,932465.0,f
439.0,702038.0,e
666.0,396335.0,l
434.0,435100.0,c
762.0,662534.0,f
507.0,382203.0,l
855.0,485280.0,h
976.0,795831.0,c
158.0,894255.0,i
230.0,41970.0,k
543.0,212184.0,i
60.0,729761.0,g
366.0,804459.0,c
275.0,501361.0,e
30.0,833167.0,k
377.0,689533.0,i
300.0,895889.0,c
12.0,768853.0,f
622.0,192501.0,k
431.0,923608.0,k
641.0,287039.0,f
370.0,904342.0,j
731.0,875323.0,j
326.0,207370.0,f
218.0,464871.0,c
447.0,306770.0,a
410.0,987326.0,e
35.0,356332.0,i
532.0,202590.0,c
199.0,875847.0,d
397.0,904633.0,g
992.0,900942.0,j
575.0,869164.0,k
92.0,579970.0,j
282.0,557594.0,l
959.0,814467.0,k
594.0,873260.0,b
657.0,879104.0,i
151.0,235216.0,j
275.0,838414.0,g
566.0,258055.0,d
739.0,619021.0,c
958.0,813921.0,b
354.0,638549.0,k
580.0,202090.0,c
860.0,34355.0,k
670.0,938606.0,g
911.0,906626.0,f
589.0,425861.0,f
141.0,681316.0,a
30.0,123407.0,k
253.0,384027.0,e
381.0,57257.0,c
278.0,435347.0,f
110.0,708232.0,h
82.0,535250.0,d
925.0,203391.0,c
744.0,722869.0,f
267.0,777979.0,i
749.0,428328.0,f
912.0,530119.0,d
455.0,607924.0,f
55.0,606132.0,j
17.0,208116.0,k
63.0,360448.0,f
589.0,532106.0,c
370.0,434699.0,j
812.0,82166.0,a
450.0,524593.0,c
71.0,626724.0,i
313.0,443132.0,k
382.0,571915.0,h
669.0,234413.0,a
410.0,93367.0,j
748.0,729217.0,f
880.0,930189.0,g
578.0,300075.0,h
306.0,644481.0,j
834.0,517765.0,d
25.0,693729.0,a
892.0,799614.0,b
975.0,729185.0,d
354.0,434697.0,b
920.0,405473.0,e
84.0,444457.0,f
391.0,48093.0,b
788.0,312837.0,e
300.0,395614.0,g
570.0,120027.0,a
74.0,795569.0,f
300.0,863112.0,l
65.0,40454.0,g
350.0,209812.0,j
439.0,332927.0,j
154.0,130905.0,h
311.0,676155.0,l
763.0,77630.0,e
169.0,200638.0,b
778.0,355594.0,j
813.0,210176.0,a
836.0,79372.0,i
630.0,284022.0,g
518.0,141558.0,e
299.0,942387.0,j
117.0,654080.0,k
375.0,520545.0,f
447.0,953455.0,b
524.0,780693.0,i
274.0,828782.0,d
262.0,131509.0,b
561.0,928702.0,j
357.0,931407.0,f
563.0,733115.0,c
435.0,371898.0,e
884.0,576898.0,d
185.0,784785.0,j
694.0,70132.0,c
443.0,919499.0,b
993.0,85760.0,b
918.0,22447.0,c
990.0,178615.0,k
459.0,81924.0,f
793.0,155363.0,a
793.0,172064.0,d
579.0,978655.0,b
699.0,685403.0,d
653.0,400778.0,e
747.0,899459.0,j
39.0,410025.0,b
776.0,164548.0,l
358.0,713494.0,k
753.0,481360.0,k
928.0,990200.0,b
684.0,288292.0,h
493.0,38149.0,b
202.0,99396.0,d
613.0,862892.0,k
55.0,337999.0,d
437.0,707896.0,f
403.0,953257.0,a
412.0,826910.0,f
706.0,943294.0,a
771.0,649075.0,i
624.0,483961.0,e
968.0,565804.0,c
845.0,313473.0,l
401.0,577905.0,b
650.0,251269.0,b
777.0,773966.0,k
567.0,651442.0,h
987.0,650529.0,b
100.0,847522.0,l
534.0,158137.0,c
146.0,809505.0,b
558.0,170644.0,h
702.0,633228.0,k
914.0,346155.0,l
338.0,783407.0,c
393.0,236166.0,j
232.0,616639.0,f
258.0,414580.0,c
323.0,81571.0,g
787.0,56338.0,k
424.0,130935.0,a
594.0,647456.0,c
826.0,498456.0,h
856.0,799073.0,k
839.0,102566.0,b
736.0,792543.0,a
394.0,571431.0,c
452.0,307570.0,g
687.0,781586.0,i
602.0,911268.0,d
494.0,127300.0,g
98.0,201156.0,k
852.0,474422.0,b
657.0,418774.0,b
200.0,804480.0,i
620.0,361779.0,l
755.0,886976.0,c
3.0,618729.0,h
621.0,552131.0,k
702.0,514476.0,d
511.0,930679.0,h
45.0,580358.0,h
675.0,351676.0,c
638.0,231569.0,i
520.0,448591.0,c
256.0,512074.0,a
442.0,401723.0,d
832.0,188319.0,i
852.0,591700.0,h
101.0,928363.0,g
361.0,550690.0,a
267.0,84061.0,i
859.0,860129.0,h
513.0,390295.0,a
212.0,911780.0,f
759.0,268506.0,j
701.0,464960.0,d
364.0,735222.0,a
630.0,561399.0,i
335.0,648873.0,b
214.0,142783.0,k
139.0,64395.0,b
638.0,645030.0,e
363.0,842463.0,i
566.0,954078.0,d
84.0,381676.0,f
170.0,909894.0,b
429.0,344645.0,g
376.0,719612.0,l
364.0,565199.0,j
101.0,11384.0,j
427.0,279808.0,l
709.0,998671.0,e
187.0,195357.0,c
879.0,33352.0,a
206.0,678215.0,k
237.0,992140.0,a
971.0,955429.0,h
193.0,106002.0,c
775.0,224909.0,i
985.0,157337.0,j
681.0,189201.0,f
373.0,884837.0,i
118.0,637943.0,h
500.0,761855.0,c
39.0,413158.0,a
102.0,201201.0,i
173.0,581124.0,e
293.0,680664.0,j
308.0,624539.0,i
137.0,538853.0,e
532.0,179573.0,j
702.0,419598.0,c
376.0,35836.0,g
846.0,466107.0,a
546.0,187678.0,i
281.0,457635.0,d
476.0,288269.0,b
190.0,67428.0,g
285.0,619676.0,g
871.0,557620.0,a
711.0,193284.0,g
394.0,492490.0,f
8.0,55631.0,e
67.0,665395.0,f
802.0,777691.0,d
712.0,134779.0,c
474.0,865182.0,e
537.0,287330.0,e
395.0,124036.0,e
986.0,476571.0,b
797.0,133466.0,j
533.0,895451.0,i
473.0,97487.0,e
869.0,383487.0,h
564.0,836155.0,e
664.0,176163.0,c
917.0,804634.0,c
675.0,138557.0,h
31.0,709492.0,c
653.0,901688.0,b
240.0,519750.0,j
625.0,54263.0,g
5.0,253473.0,j
707.0,650939.0,k
530.0,676469.0,b
422.0,475070.0,a
446.0,19607.0,e
560.0,97920.0,d
765.0,547301.0,f
548.0,680829.0,a
786.0,103192.0,b
883.0,696440.0,j
140.0,1349.0,l
125.0,591116.0,a
688.0,995563.0,d
379.0,246080.0,f
433.0,730515.0,g
659.0,812602.0,j
629.0,765984.0,h
703.0,429191.0,c
576.0,221337.0,c
206.0,901638.0,f
744.0,563073.0,j
173.0,647114.0,l
103.0,611886.0,f
257.0,659192.0,b
951.0,300169.0,j
51.0,271793.0,k
945.0,992540.0,d
985.0,936445.0,k
824.0,279125.0,i
833.0,992973.0,d
508.0,1849.0,k
169.0,952084.0,h
347.0,821085.0,j
100.0,428530.0,b
991.0,985807.0,l
678.0,487494.0,i
136.0,375082.0,e
592.0,50204.0,a
776.0,34657.0,h
31.0,63899.0,l
264.0,760436.0,g
132.0,594423.0,g
704.0,610576.0,f
721.0,193252.0,c
144.0,964351.0,g
738.0,756854.0,a
282.0,546975.0,d
775.0,586645.0,e
950.0,96053.0,l
868.0,922660.0,g
737.0,619165.0,h
687.0,325584.0,d
813.0,892459.0,e
104.0,903877.0,b
741.0,589911.0,i
87.0,622775.0,a
22.0,453518.0,h
566.0,361873.0,f
90.0,452902.0,g
167.0,612881.0,f
335.0,398888.0,e
831.0,578224.0,a
157.0,149766.0,h
711.0,252282.0,f
636.0,653581.0,i
65.0,268652.0,f
268.0,721583.0,h
524.0,808500.0,c
528.0,521699.0,d
677.0,258720.0,d
475.0,650775.0,d
668.0,785221.0,g
438.0,679859.0,b
745.0,637404.0,i
121.0,860655.0,j
190.0,509680.0,a
116.0,773006.0,e
455.0,845850.0,b
374.0,252721.0,d
844.0,781428.0,c
856.0,142847.0,l
960.0,590620.0,d
245.0,447612.0,k
781.0,811846.0,a
26.0,43421.0,j
345.0,235696.0,c
218.0,354413.0,k
223.0,325424.0,h
810.0,854990.0,i
963.0,911268.0,g
840.0,938462.0,i
440.0,464301.0,e
669.0,266710.0,e
941.0,269247.0,k
321.0,483782.0,a
580.0,464366.0,g
666.0,904225.0,c
764.0,143065.0,i
924.0,815658.0,g
661.0,274516.0,c
436.0,607491.0,d
148.0,601907.0,a
134.0,648530.0,l
143.0,671794.0,e
210.0,210001.0,h
494.0,288416.0,a
400.0,728770.0,c
275.0,193474.0,e
414.0,429604.0,j
655.0,515689.0,b
234.0,632522.0,g
142.0,366111.0,k
26.0,927513.0,j
754.0,551965.0,k
471.0,627537.0,l
428.0,217277.0,f
124.0,224037.0,i
469.0,65725.0,k
218.0,678721.0,e
415.0,947147.0,h
640.0,884095.0,j
256.0,233623.0,e
994.0,617603.0,c
995.0,585156.0,h
932.0,582301.0,l
851.0,191721.0,c
529.0,699965.0,g
653.0,870092.0,k
23.0,35361.0,f
196.0,522986.0,f
742.0,761500.0,k
895.0,64616.0,l
127.0,69453.0,k
324.0,642380.0,i
809.0,774656.0,e
460.0,739618.0,e
975.0,184971.0,e
917.0,855805.0,h
372.0,85825.0,g
916.0,543658.0,k
718.0,791601.0,d
923.0,174343.0,d
206.0,712746.0,a
490.0,638196.0,d
727.0,330871.0,e
446.0,490982.0,j
837.0,899931.0,j
438.0,26144.0,i
10.0,821674.0,b
528.0,643346.0,i
776.0,858296.0,c
368.0,558265.0,k
76.0,329159.0,j
883.0,522207.0,i
633.0,196316.0,i
522.0,973402.0,j
285.0,752181.0,f
301.0,713947.0,g
150.0,104446.0,b
169.0,823401.0,l
947.0,545638.0,f
324.0,184292.0,a
523.0,934771.0,i
374.0,52140.0,b
789.0,219299.0,e
641.0,237185.0,e
29.0,932503.0,b
143.0,727561.0,a
639.0,735338.0,f
443.0,400569.0,k
60.0,968085.0,j
795.0,243114.0,b
478.0,277818.0,l
366.0,443415.0,a
365.0,690856.0,k
928.0,568356.0,c
758.0,141270.0,i
776.0,15620.0,l
87.0,745570.0,d
554.0,756332.0,j
862.0,597241.0,h
701.0,351803.0,e
300.0,854926.0,c
52.0,866417.0,h
225.0,641615.0,f
324.0,766779.0,l
608.0,429267.0,a
424.0,694462.0,l
930.0,90953.0,k
565.0,872424.0,e
758.0,622717.0,c
343.0,293362.0,b
270.0,702819.0,f
824.0,836828.0,j
594.0,90219.0,d
18.0,828518.0,h
175.0,780918.0,b
113.0,848776.0,e
207.0,746146.0,c
493.0,12183.0,i
213.0,785641.0,j
373.0,224519.0,e
400.0,11611.0,j
912.0,787091.0,i
327.0,972921.0,k
568.0,891274.0,e
571.0,694997.0,g
613.0,108526.0,k
127.0,531359.0,i
185.0,802965.0,l
217.0,611142.0,j
858.0,26561.0,d
942.0,750694.0,a
392.0,669823.0,l
993.0,565860.0,k
962.0,721927.0,h
623.0,840761.0,b
20.0,607841.0,j
841.0,835671.0,e
465.0,722525.0,h
39.0,60762.0,k
542.0,23816.0,g
708.0,226361.0,g
357.0,5724.0,k
647.0,811235.0,g
494.0,671488.0,j
546.0,152377.0,d
144.0,129259.0,j
192.0,839452.0,l
37.0,176695.0,e
435.0,63361.0,l
875.0,942520.0,a
914.0,860831.0,l
750.0,500737.0,f
273.0,661775.0,i
325.0,360645.0,d
73.0,542660.0,a
688.0,966342.0,c
769.0,532037.0,d
152.0,962738.0,g
895.0,287997.0,h
657.0,346139.0,g
504.0,463105.0,f
841.0,220364.0,l
104.0,484288.0,e
69.0,532572.0,b
738.0,720490.0,i
346.0,799521.0,h
507.0,501350.0,d
577.0,387386.0,d
950.0,664945.0,c
44.0,952433.0,j
533.0,169668.0,f
431.0,403715.0,f
532.0,988744.0,l
209.0,322396.0,h
378.0,750281.0,j
425.0,697909.0,b
522.0,973958.0,h
716.0,430200.0,l
508.0,154787.0,l
554.0,938811.0,b
988.0,155671.0,h
429.0,994738.0,a
609.0,453172.0,c
374.0,313051.0,d
392.0,19517.0,e
951.0,618221.0,b
683.0,39970.0,b
120.0,247863.0,a
482.0,508693.0,i
31.0,45765.0,d
265.0,737787.0,a
160.0,459471.0,i
99.0,516780.0,c
384.0,529790.0,g
240.0,692171.0,d
236.0,746357.0,e
750.0,670356.0,c
722.0,618554.0,i
657.0,710353.0,j
598.0,805567.0,l
141.0,35219.0,h
702.0,405446.0,b
307.0,713990.0,l
483.0,30152.0,f
267.0,448305.0,g
945.0,324311.0,a
100.0,891314.0,i
440.0,474363.0,c
817.0,676655.0,k
747.0,639174.0,a
625.0,791146.0,j
204.0,206464.0,a
221.0,196031.0,a
205.0,413556.0,b
475.0,527674.0,g
375.0,985205.0,g
572.0,311212.0,k
65.0,278298.0,f
231.0,7514.0,b
973.0,164088.0,c
354.0,442628.0,h
699.0,553330.0,f
486.0,867696.0,f
737.0,648870.0,a
417.0,463700.0,k
376.0,243463.0,c
105.0,744698.0,c
981.0,453278.0,k
633.0,672018.0,c
872.0,978344.0,b
644.0,856502.0,g
212.0,718429.0,k
295.0,137531.0,j
464.0,601861.0,l
944.0,361245.0,c
547.0,637524.0,f
15.0,543277.0,k
299.0,665542.0,b
488.0,721339.0,l
137.0,264782.0,b
678.0,390851.0,h
439.0,848328.0,d
858.0,77640.0,h
683.0,321918.0,c
4.0,77477.0,l
645.0,314250.0,k
537.0,977083.0,e
532.0,489464.0,f
98.0,311886.0,g
373.0,979739.0,k
106.0,971352.0,i
475.0,764885.0,g
829.0,284106.0,l
927.0,906664.0,g
979.0,108070.0,i
742.0,668828.0,c
524.0,114660.0,f
464.0,965508.0,h
97.0,447203.0,i
734.0,503377.0,d
985.0,901653.0,k
599.0,419705.0,h
414.0,401030.0,f
983.0,320522.0,i
324.0,980535.0,k
788.0,171949.0,e
404.0,39287.0,k
333.0,561366.0,g
67.0,586214.0,e
894.0,137295.0,e
748.0,883146.0,f
497.0,805287.0,e
994.0,993405.0,c
796.0,147918.0,e
75.0,541837.0,l
686.0,17215.0,b
963.0,44622.0,b
711.0,744141.0,e
209.0,439472.0,l
125.0,709091.0,a
909.0,837643.0,b
586.0,616467.0,j
858.0,121174.0,f
589.0,7810.0,i
16.0,230041.0,c
733.0,595774.0,j
589.0,332061.0,f
169.0,318386.0,a
479.0,253991.0,d
824.0,162233.0,b
516.0,41407.0,l
112.0,730658.0,g
351.0,750041.0,a
265.0,697656.0,j
9.0,473479.0,b
385.0,688713.0,l
188.0,317360.0,k
761.0,414677.0,a
369.0,772340.0,l
533.0,151136.0,l
260.0,434720.0,d
552.0,228552.0,e
543.0,339846.0,l
91.0,863613.0,b
440.0,643374.0,d
725.0,642249.0,f
331.0,4618.0,i
985.0,815512.0,b
617.0,164827.0,b
850.0,261375.0,d
91.0,43723.0,e
359.0,959604.0,b
319.0,241778.0,i
70.0,197409.0,c
748.0,706096.0,c
705.0,686738.0,i
322.0,273853.0,d
611.0,15094.0,l
92.0,491285.0,d
630.0,664226.0,e
201.0,217516.0,i
89.0,500868.0,i
99.0,818798.0,b
954.0,691326.0,a
132.0,4731.0,h
147.0,945945.0,e
483.0,848259.0,c
559.0,236613.0,h
266.0,811862.0,d
350.0,301398.0,h
264.0,104657.0,e
280.0,894866.0,d
440.0,82690.0,h
785.0,645727.0,d
108.0,438046.0,l
2.0,54115.0,b
460.0,543407.0,i
224.0,573900.0,g
923.0,666837.0,k
233.0,154573.0,i
903.0,129417.0,b
783.0,684690.0,k
353.0,63545.0,g
255.0,64872.0,c
933.0,66824.0,d
560.0,423109.0,l
245.0,856574.0,b
284.0,576150.0,f
219.0,645301.0,g
715.0,453268.0,i
723.0,576426.0,c
215.0,337016.0,i
721.0,89836.0,j
594.0,390389.0,f
659.0,115670.0,c
558.0,643220.0,a
